OBJECTID;PEID;PGID;Name;NmDisp;NmAlt;ISOalpha3;Ctry;Regn;RegnSub;ROG;AffCd;Aff;PeopleDesc;LocationDesc;Pop;PopCls;EvngLvl;CongExst;Plnting;EngStat;GSEC;GSECbrf;GSEClng;SPI;SPIdesc;LPI;LPIname;LPIdesc;ROL;Lang;LangFamily;LangClass;LangSpkrs;ROR;Rlgn;RlgnAdher;RORdesc;RlgnBs;ROR4;ROR3;RlgnDiv;ROP3;PplNm;ROP25;Ethne;ROP2;PplClstr;ROP1;Affbloc;Bible;Jesus;Radio;Gospel;Audio;Stories;ResTot;LvlBible;YrPub;PicCrdt;PicURL;Photo;Indigenous;Latitude;Longitude;PeopleSearch;UpdatedDate
25;49102;PG049102;Adibasi;Adibasi;Adivasi;NPL;Nepal;Asia;Southern Asia;NP;AG500;South Asian Peoples;"a tribal community of Nepal. The term Adivasi comes from Sanskrit meaning ""original inhabitants""";Widespread;9000;less than 10,000;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;1;Pioneer Unreached People Group;0.1% to 0.5% Evangelical;npi;Nepali;Indo-European;Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Eastern, Eastern Pahari;100;HOF;Hinduism - Folk;99;folk Hinduism, characterized by local traditions and cults of local deities worshiped at the community level.;Hinduism;HOF;H;Folk Hinduism;115688;Adibasi;300051;Adibasi;C0229;Other Tibeto-Burmese;A018;Tibetan Peoples;Available;Available;Not Available;Available;Available;Not Available;4;Bible;2012;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p20054.jpg;Y;Indigenous;28.13;82.07;Adibasi of Nepal (PG049102);2025-09-23T12:54:55.395+00:00
26;49123;PG049123;Ghandarbav;Ghandarbav;Gainey;NPL;Nepal;Asia;Southern Asia;NP;AG500;South Asian Peoples;a traditional musician caste in Nepal, historically known as itinerant bards who played the sarangi and sang folk songs called Gandarbha Geet;Widespread;10000;less than 10,000;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;2;Expanding Unreached People Group;0.5% to 2% Evangelical;npi;Nepali;Indo-European;Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Eastern, Eastern Pahari;100;H;Hinduism;97;Hinduism, the predominant religious tradition of the Indian subcontinent. There are many forms of Hinduism, each with its own deities and beliefs.;Hinduism;;H;;112034;Gandharva;302505;Gandharva;C0150;Nepali-Pahari;A012;South Asian Peoples;Available;Available;Not Available;Available;Available;Not Available;4;Bible;2012;"<div style=""font-size: 0.8em"">No photo available</div>";https://www.peoplegroups.org/images/pgphotosearch/NoImageAvailable_search.jpg;N;Indigenous;28.18314;84.041918;Ghandarbav of Nepal (PG049123);2026-01-08T19:13:02.013+00:00
27;10846;PG010846;Lawa, Eastern;Eastern Lawa;Northern Lawa;THA;Thailand;Asia;South-Eastern Asia;TH;AG650;Asian Pacific Rim Peoples;an ethnolinguistic community of Thailand;Chiang Mai province: Hot district, Bo Luang and Bo Sali sub-districts, 16 villages;7100;less than 10,000;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;2;Expanding Unreached People Group;0.5% to 2% Evangelical;lwl;Lawa, Eastern;Austroasiatic;Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Waic, Lawa;100;EAN;Ethnoreligion - Animism;78;animism, a religious worldview that natural physical entities--including animals, plants, and even inanimate objects--possess a spiritual essence.;Ethnoreligion;EAN;E;Animism;102866;Lawa, Eastern;304632;Lawa;C0147;Mon-Khmer;A011;Southeast Asian Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;Selections;2021;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 <a href=""https://www.asiaharvest.org"">Peoples of Laos, Asia Harvest</a> Used with permission";https://joshuaproject.net/assets/media/profiles/photos/p18888.jpg;Y;Indigenous;18.962845;98.726973;Eastern Lawa of Thailand (PG010846);2025-12-10T18:51:06.268+00:00
28;6348;PG006348;Galo;Galo;Chiliss, Chilisso;PAK;Pakistan;Asia;Southern Asia;PK;AG500;South Asian Peoples;a small, historically distinct ethnic group in the Hindu Kush/Indus Valley region of Khyber Pakhtunkhwa, Pakistan;Khyber Pakhtunkwa province: Kohistan district, Indus river east bank, Indus Kohistan, Koli, Palas area;4000;less than 10,000;Less than 2%;No;No Churches Planted;Unengaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;0;Unengaged and Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;mvy;Kohistani, Indus;Indo-European;Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern, Dardic, Kohistani;100;MSN;Islam - Sunni;0;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;103165;Galo;302522;Galo;C0107;Kashmiri;A012;South Asian Peoples;Available;Available;Not Available;Not Available;Not Available;Available;3;Stories;2021;"<div style=""font-size: 0.8em"">No photo available</div>";https://images.peoplegroups.org/imbpeople-featured-images/NoImageAvailable_search.jpg;N;Indigenous;35.0073;72.9674;Galo of Pakistan (PG006348);2025-12-11T16:16:19.697+00:00
29;41615;PG041615;Bhattra (Punjabi);Bhattra (Punjabi);Bhatra;IND;India;Asia;Southern Asia;IN;AG500;South Asian Peoples;a Sikh community concentrated in Chandigarh, Jalandhar, and Ludhiana. The Bhattra are believed to be the descendants of Mandhomal, a Brahman rishi (saint) of Sri Lanka whose followers converted to Sikhism and followed Guru Nanak back to India;Punjab: concentrated mainly in the cities of Chandigarh, Jalandhar and Ludhiana;79000;50,000 - 99,999;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;pan;Punjabi, Eastern;Indo-European;Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Panjabi;100;S;Sikhism;70;Sikhism, a monotheistic religion founded in the Punjab region of India in the 15th century. Sikhs value truth as the highest ideal and pursue truthful living, rejecting the Indian caste system in favor of the equality of all humans.;Sikhism;;S;;119650;Bhattra (Punjabi);301146;Bhatra;C0333;South Asian Tribal;A012;South Asian Peoples;Available;Available;Available;Available;Available;Available;6;Bible;2021;Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Bhattra Sikh;https://images.peoplegroups.org/imbpeople-featured-images/PG041615.jpg;Y;Indigenous;31.3354288982;75.5798763943;Bhattra (Punjabi) of India (PG041615);2025-11-03T19:25:50.77+00:00
30;23979;PG023979;Nuristani Waigeli;Waigeli Nuristani;Kalasha;AFG;Afghanistan;Asia;Southern Asia;AF;AG400;Central Asian Peoples;a subgroup of the larger Nuristani ethnic group of northeastern Afghanistan. The Waigeli reside mainly in the Waigal Valley;Kunar province: north of Pech;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;42732;PG042732;Irob;Irob;Irob, Erob, Saho;ETH;Ethiopia;Africa;Eastern Africa;ET;AG200;Northern African and Middle Eastern Peoples;an ethnic group inhabiting the mountainous Irobland, primarily in northeastern Tigray, Ethiopia, with a smaller population across the Eritrean border;Erob Woreda: aka Irobland, the traditional homeland of the Irob people in the northeastern highlands of Tigray, Ethiopia, near the border with Eritrea;54000;50,000 - 99,999;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;1;Pioneer Unreached People Group;0.1% to 0.5% Evangelical;ssy;Saho;Afro-Asiatic;Afro-Asiatic, Cushitic, East, Saho-Afar;80;CRC;Christianity - Roman Catholicism;50;Roman Catholicism, the largest branch of the Christian church and one of the oldest religious institutions in the world. Roman Catholicism teaches that it is the one true Church founded by Jesus Christ and that its bishops are the successors of Christ.;Christianity;CRC;C;Roman Catholicism;108519;Saho;307123;Saho;C0005;Afar-Saho;A004;Horn of Africa Peoples;Available;Available;Not Available;Available;Available;Not Available;4;None;None;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://www.eritrea.be/"">Eduardo Araia</a>";https://joshuaproject.net/assets/media/profiles/photos/p14641.jpg;Y;Indigenous;14.5333;39.6333;Irob of Ethiopia (PG042732);2025-11-13T12:09:20.174+00:00
32;24481;PG024481;Tatar;Tatar;Tatarlar, Татарлар;RUS;Russian Federation;Europe;Eastern Europe;RS;AG400;Central Asian Peoples;a Turkic ethnic group indigenous to the Tatarstan region of Russia and Ukraine;Bashkortostan republic, Tatarstan republic, Moscow city, and Saint Petersburg;7115000;5,000,000 - 9,999,999;Less than 2%;Yes;Concentrated Church Planting;Engaged;2;Less than 2% Evangelical, Concentrated CP Activity;this people group is less than 2% evangelical but there has been initial or concentrated church planting among them within the past two years;1;Engaged yet Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;tat;Tatar;Turkic;Turkic, Western, Uralian;88;MSN;Islam - Sunni;50;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;109874;Tatar;307991;Tatar;C0223;Ural-Siberian;A015;Turkic Peoples;Available;Available;Not Available;Available;Available;Not Available;4;Bible;2018;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 Shamilini - Shutterstock Used with permission";https://joshuaproject.net/assets/media/profiles/photos/p15284.jpg;Y;Indigenous;55.37514;50.77265;Tatar of the Russian Federation (PG024481);2025-05-19T03:03:41.156+00:00
33;6345;PG006345;Dumaki;Dumaki;Dawoodi, Domaaki;PAK;Pakistan;Asia;Southern Asia;PK;AG500;South Asian Peoples;a small, marginalized ethnic group living primarily in Gilgit-Baltistan, specifically in the Hunza and Nagar Valleys of northern Pakistan;Gilgit Baltistan province: Hunza-Nagar district, Bakor village, Big Nagar, Gilgit, Mominabad village, Oshkandas east of Gilgit, Punyal, and Shishkat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;11862;PG011862;Amazigh of Central Morocco;Central Moroccan Imazighen;Berbers of Central Morocco, Middle Atlas Berbers;MAR;Morocco;Africa;Northern Africa;MO;AG200;Northern African and Middle Eastern Peoples;a people of Northern Africa, west of the Nile Valley;;3515000;2,500,000 - 4,999,999;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;0;Frontier Unreached People Group;< 0.1% Evangelical;tzm;Tamazight, Central Atlas;Afro-Asiatic;Afro-Asiatic, Berber, Northern, Atlas;75;MSN;Islam - Sunni;100;Sunni Islam, the largest branch of Islam. Sunni Muslims follow the teachings of the Qur'an and consider the first four caliphs to be the rightful successors of Muhammad.;Islam;MSN;M;Sunni Islam;104002;Amazigh;309189;Amazigh, Shilha;C0049;Amazigh-Shilha;A001;Arab Peoples;Available;Available;Not Available;Available;Available;Not Available;4;Selections;2020;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Marco Vangelisti <a href=""https://www.flickr.com/photos/marcovangelisti/9554102712/"">Marco Vangelisti</a> Licensed under <a href=""https://creativecommons.org/licenses/by/2.0/"">CC BY 2.0</a>";https://joshuaproject.net/assets/media/profiles/photos/p12217.jpg;Y;Indigenous;32.6087;-4.0699;Central Moroccan Imazighen of Morocco (PG011862);2025-05-19T03:03:59.016+00:00
35;11713;PG011713;Hawrami;Hawrami;Gurani, Gorani, Awromani, Bajalani;IRQ;Iraq;Asia;Western Asia;IZ;AG400;Central Asian Peoples;a subgroup of the larger Kurdish community of Iraq;Kermanshah province;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;6265;PG006265;Nawa Sherpa;Nawa Sherpa;Naaba;NPL;Nepal;Asia;Southern Asia;NP;AG650;Asian Pacific Rim Peoples;an ethnolinguistic community of Nepal;Kosi province: Sankhuwasabha district, Bhotkhola municipality, Chumsur, Dangkok, Kimathanka, Pharang, and Pibu (Ridak) villages;950;less than 10,000;5% or Greater but Less than 10%;Yes;No Churches Planted;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;nao;Naaba;Sino-Tibetan;Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Unclassified;70;EAN;Ethnoreligion - Animism;50;animism, a religious worldview that natural physical entities--including animals, plants, and even inanimate objects--possess a spiritual essence.;Ethnoreligion;EAN;E;Animism;107130;Naaba;305924;Naaba (Nawa Sherpa);C0216;Tibetan;A018;Tibetan Peoples;Not Available;Not Available;Not Available;Available;Available;Not Available;2;None;None;"<div style=""font-size: 0.8em"">No photo available</div>";https://images.peoplegroups.org/imbpeople-featured-images/NoImageAvailable_search.jpg;N;Indigenous;27.69255;87.34093;Nawa Sherpa of Nepal (PG006265);2026-01-30T16:51:53.366+00:00
37;23971;PG023971;Nuristani, Kati;Kati Nuristani;Bashgali, Kati, Kata viri, Kativiri, Kâtʹa-vari;AFG;Afghanistan;Asia;Southern Asia;AF;AG400;Central Asian Peoples;one of the main tribes of Nuristani people in Afghanistan;Badakhshan, Kunar, and Nuristan provinces: smaller areas in Laghman and Panjsher provinces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;48376;PG048376;Nai (Kannada);Nai (Kannada);Naia Kshatriya, Bajendri;IND;India;Asia;Southern Asia;IN;AG500;South Asian Peoples;a community of India;Mainly Goa and Karnataka states;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;50453;PG050453;Chinese American;Chinese Americans;American-born Chinese, English-speaking Chinese;USA;United States;Americas;Northern America;US;AG650;Asian Pacific Rim Peoples;a community of American-born Chinese who are descendants of immigrants from China who began arriving in significant numbers during the mid-19th century;widespread;1750000;1,000,00 - 2,499,999;5% or Greater but Less than 10%;Yes;Dispersed Church Planting;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;eng;English;;Indo-European, Germanic, West, English;100;NAT;Unaffiliated - Atheism;52;atheism, which is best described as the rejection of belief that any deities exist.;Unaffiliated;NAT;N;Atheism;119471;Chinese American;301734;Chinese;C0065;Chinese;A002;East Asian Peoples;Available;Available;Available;Available;Available;Not Available;5;None;None;Photo by Microsoft. (2025). Image generated by Copilot: Chinese American;https://images.peoplegroups.org/imbpeople-featured-images/PG050453.jpg;Y;Diaspora;37.6771955023;-122.026200957;Chinese Americans of the United States (PG050453);2025-10-31T14:28:39.386+00:00
40;15235;PG015235;Kgalagadi;Kgalagadi;Basarwa, Bakgalagadi;BWA;Botswana;Africa;Southern Africa;BC;AG300;Sub-Saharan African Peoples;an ethnolinguistic community of Botswana;None;56500;50,000 - 99,999;Less than 2%;Yes;No Churches Planted;Engaged;1;Less than 2% Evangelical, No Active CP Activity;this people group is less than 2% evangelical, some evangelical resources are available, but there has been no active church planting among them within the past two years;1;Engaged yet Unreached;2;Expanding Unreached People Group;0.5% to 2% Evangelical;xkv;Kgalagadi;Atlantic-Congo;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Sotho-Tswana (S.311);100;EAN;Ethnoreligion - Animism;73;animism, a religious worldview that natural physical entities--including animals, plants, and even inanimate objects--possess a spiritual essence.;Ethnoreligion;EAN;E;Animism;104870;Kgalagadi;303916;Kgalagadi;C0273;Bantu, Sotho-Tswana;A013;Sub-Saharan African Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;New Testament;2020;"<div style=""font-size: 0.8em"">No photo available</div>";https://www.peoplegroups.org/images/pgphotosearch/NoImageAvailable_search.jpg;N;Indigenous;-21.5283;21.931;Kgalagadi of Botswana (PG015235);2025-05-19T03:02:47.656+00:00
41;22785;PG022785;Bajau;Bajau;Sama-Bajau, Bajau Laut, Sea Gypsies;IDN;Indonesia;Asia;South-Eastern Asia;ID;AG650;Asian Pacific Rim Peoples;an ethnolinguistic community of Indonesia (Sulawesi);Gorontalo province;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
