PeopNameInCountry;Ctry;ISO2;Population;Latitude;Longitude;PrimaryLanguageName;PrimaryReligion;Region;PercentChristianity;JPScale
Nigerian Mambila;Nigeria;NI;221000;6.69736;11.31614;Mambila, Nigeria;Ethnoreligion;Western Africa;75;
Mbukushu;Botswana;BC;40500;-18.7356;22.1728;Mbukushu;Ethnoreligion;Southern Africa;10;
Ahlon;Togo;TO;10500;7.237995;0.687269;Igo;Ethnoreligion;Western Africa;75;
Pubiao;China;CH;425;23.221616;104.804141;Chinese, Mandarin;Ethnoreligion;Eastern Asia;0;
Itawit;Philippines;RP;252000;17.714006;121.71319;Itawit;Christianity;South-Eastern Asia;75;
Eastern Bontoc;Philippines;RP;7400;17.03193;121.11048;Bontok, Eastern;Christianity;South-Eastern Asia;75;
Maghrebi Jews;Tunisia;TS;1100;36.807597;10.146419;Arabic, Tunisian;Judaism;Northern Africa;0;
Bghai Karen;Myanmar;BM;20500;18.9547;96.4832;Karen, Bwe;Ethnoreligion;South-Eastern Asia;75;
Daai Chin;Myanmar;BM;41000;20.73472;93.78532;Chin, Daai;Ethnoreligion;South-Eastern Asia;75;
S'gaw Karen;Myanmar;BM;2005000;17.81928;97.50115;Karen, S’gaw;Christianity;South-Eastern Asia;75;
Kawyaw;Myanmar;BM;12000;19.165;96.9531;Kawyaw;Christianity;South-Eastern Asia;75;
Michi;China;CH;49000;25.796469;102.238841;Chinese, Mandarin;Ethnoreligion;Eastern Asia;75;
Yeye;Botswana;BC;28500;-21.0334;24.405;Yeyi;Ethnoreligion;Southern Africa;10;
Manam;Papua New Guinea;PP;16000;-4.07921;145.03346;Manam;Christianity;Melanesia;75;
Kham Tibetans;China;CH;2505000;31.623868;100.001589;Tibetan, Khams;Buddhism;Eastern Asia;10;
Ngiti;Congo, Democratic Republic of the;CG;271000;1.2651;30.191;Ngiti;Christianity;Middle Africa;75;
Nyiramba;Tanzania;TZ;1245000;-4.3725;34.2129;Nilamba;Ethnoreligion;Eastern Africa;75;
Bashilele;Congo, Democratic Republic of the;CG;137000;-5.6983;20.3572;Lele (Democratic Republic of the Congo);Christianity;Middle Africa;75;
Saaronge;Chad;CD;92500;12.11866;18.79962;Daju, Dar Daju;Islam;Middle Africa;0;
Wolaitta;Ethiopia;ET;3020000;6.32668;37.75373;Wolaytta;Christianity;Eastern Africa;75;
Mesqan;Ethiopia;ET;317000;8.10059;38.33777;Mesqan;Islam;Eastern Africa;75;
Gibe;Ethiopia;ET;131000;7.1142;39.9984;Oromo, Borana-Arsi-Guji;Christianity;Eastern Africa;0;
Bacan;Indonesia;ID;3800;-0.62275;127.49047;Malay, North Moluccan;Islam;South-Eastern Asia;75;
Picuris Pueblo;United States;US;2400;36.19933;-105.710159;Tiwa, Northern;Ethnoreligion;Northern America;75;
Heishui;China;CH;48500;32.191643;103.038601;Tibetan, Central;Buddhism;Eastern Asia;0;
Subia;Botswana;BC;7500;-18.1568;24.4992;Kuhane;Ethnoreligion;Southern Africa;10;
Yazidi Kurds;United States;US;1100;40.8136;-96.7077;Kurdish, Northern;Ethnoreligion;Northern America;0;
Midob;Sudan;SU;92500;15.6341;32.3543;Midob;Islam;Northern Africa;0;
Tumbuka;Tanzania;TZ;294000;-10.946986;34.994454;Tumbuka;Christianity;Eastern Africa;10;
Kawaiisu;United States;US;35;36.05383;-118.67889;English;Ethnoreligion;Northern America;75;
Wakhi;Pakistan;PK;17000;36.617193;74.862273;Wakhi;Islam;Southern Asia;0;
Bideyat;Chad;CD;12000;14.9998;22.2723;Zaghawa;Islam;Middle Africa;10;
Nzime;Congo;CF;5700;2.1371;13.5358;Koonzime;Ethnoreligion;Middle Africa;10;
Brunei Malay;Brunei;BX;324000;4.89828;114.88626;Brunei;Islam;South-Eastern Asia;10;
Birwa;Botswana;BC;21000;-22.12034;28.34484;Birwa;Ethnoreligion;Southern Africa;10;
Mon;Laos;LA;400;19.154769;103.704206;Tho;Ethnoreligion;South-Eastern Asia;0;
Hulaula;Iran;IR;375;36.247248;46.27321;Kurdish, Central;Judaism;Southern Asia;0;
Kutenai;United States;US;225;47.33691;-114.33411;English;Christianity;Northern America;75;
Sau;Afghanistan;AF;9000;35.170868;71.455997;Savi;Islam;Southern Asia;0;
Ottawa;United States;US;4800;44.2661947336;-86.2738252766;English;Christianity;Northern America;75;
Peoria;United States;US;1200;36.8680837985;-94.870388233;English;Ethnoreligion;Northern America;75;
Yuki;United States;US;1200;39.8106490643;-123.254677767;English;Christianity;Northern America;0;
Paraguayans;United States;US;25500;38.8840011319;-76.9807841775;Guaraní, Paraguayan;Christianity;Northern America;75;
Washo;United States;US;1500;38.81841;-119.6403;English;Christianity;Northern America;75;
Atsina;United States;US;1200;48.48341;-108.73841;English;Christianity;Northern America;75;
Mangaya Bug;South Sudan;OD;850;8.195927;25.862917;Gbaya;Islam;Northern Africa;10;
Klallam;United States;US;1200;48.146477119;-123.552718535;English;Ethnoreligion;Northern America;75;
Tonga;Thailand;TH;200;5.963;101.1541;Ten’edn;Ethnoreligion;South-Eastern Asia;75;
Coeur d'Alene;United States;US;7600;47.29583;-116.71512;English;Christianity;Northern America;75;
Basque;Canada;CA;7400;45.5596927344;-73.6123636898;Basque;Unaffiliated;Northern America;10;
Mang;China;CH;550;22.54006;102.9422;Mang;Ethnoreligion;Eastern Asia;0;
Moklen;Thailand;TH;2100;8.16761;98.31762;Moklen;Ethnoreligion;South-Eastern Asia;10;
Fijians;Australia;AS;71500;-33.9060659176;151.185959035;English;Christianity;Australia and New Zealand;75;
Ho-Chunk;United States;US;5400;43.377658228;-89.7570645905;English;Ethnoreligion;Northern America;75;
Seminole;United States;US;3600;35.2172321973;-96.6652912385;English;Christianity;Northern America;75;
Chickahominy;United States;US;1700;37.4395628059;-77.0360691528;English;Christianity;Northern America;75;
Yaqui;United States;US;13500;32.04894;-111.06408;English;Christianity;Northern America;75;
White Americans;United States;US;194590000;37.843721;-92.083827;English;Christianity;Northern America;75;
Aleutian Island Aleuts;United States;US;8700;52.12283;-174.29013;English;Christianity;Northern America;75;
Wyandot;United States;US;1900;36.78736;-94.729691;English;Christianity;Northern America;75;
Hmong Daw;Vietnam;VM;1330000;21.48856;103.55258;Hmong Daw;Ethnoreligion;South-Eastern Asia;75;
Southern Sotho;South Africa;SF;5400000;-30.5338;27.364;Sotho, Southern;Christianity;Southern Africa;75;
Pacoh;Laos;LA;26000;16.298;106.932;Pacoh;Ethnoreligion;South-Eastern Asia;10;
Lahu;Laos;LA;15000;20.430466;100.371884;Lahu;Ethnoreligion;South-Eastern Asia;75;
Asienara;Indonesia;ID;1200;-3.54561;133.32748;Buruwai;Christianity;South-Eastern Asia;75;
Armenians;Canada;CA;71000;45.5167238897;-73.6211139236;Armenian, Western;Christianity;Northern America;75;
Acadians;Canada;CA;128000;46.092048;-64.801042;French;Christianity;Northern America;10;
Northern Saami;Finland;FI;1800;68.38717;23.6076;Saami, North;Christianity;Northern Europe;75;
Kongo;Angola;AO;3205000;-6.63077;14.3043;Koongo;Ethnoreligion;Middle Africa;75;
Fulbe;Canada;CA;3200;45.5016;-73.5672;Pular;Islam;Northern America;10;
Dutch;Canada;CA;137000;49.16007;-123.14058;Dutch;Unaffiliated;Northern America;75;
Belarusians;Canada;CA;19500;43.647595;-79.563988;Belarusian;Christianity;Northern America;0;
Burun;Ethiopia;ET;5900;9.871621;34.228894;Mabaan;Christianity;Eastern Africa;0;
Western Tarahumara;Mexico;MX;25000;27.488611;-107.888056;Spanish;Christianity;Central America;10;
Chiquihuitlan Mazatec;Mexico;MX;1700;17.994444;-96.744444;Spanish;Christianity;Central America;75;
Santa Maria Zacatepec Mixtec;Mexico;MX;2400;16.7625;-97.989167;Spanish;Christianity;Central America;75;
Ipalapa Amuzgo;Mexico;MX;1200;16.635556;-98.032778;Spanish;Christianity;Central America;75;
Welsh;Canada;CA;2200;43.8286978855;-79.3449908767;Welsh;Unaffiliated;Northern America;75;
Soyaltepec Mazatec;Mexico;MX;63500;18.239444;-96.403056;Spanish;Christianity;Central America;75;
Hesi;India;IN;3900;31.6073;76.579;Pahari-Potwari;Hinduism;Southern Asia;0;
Tabaa Zapotec;Mexico;MX;1500;17.304167;-96.208333;Zapotec, Tabaa;Christianity;Central America;75;
Madiga;India;IN;9445000;16.680416;79.422081;Telugu;Hinduism;Southern Asia;75;
Highland Mazatec;Mexico;MX;186000;18.130556;-96.843056;Mazatec, Huautla;Christianity;Central America;75;
Gosangi;India;IN;34000;18.438555;79.128841;Telugu;Hinduism;Southern Asia;0;
Guerrero Amuzgo;Mexico;MX;82500;16.794444;-98.240556;Amuzgo, Guerrero;Christianity;Central America;75;
Tsogo;Gabon;GB;65500;-1.55469;11.13589;Tsogo;Christianity;Middle Africa;10;
Manjak;France;FR;25500;48.858649;2.31903;Mandjak;Ethnoreligion;Western Europe;0;
Manjak;Gambia;GA;47000;13.36914;-16.69378;Mandjak;Ethnoreligion;Western Africa;75;
Bakwele;Gabon;GB;5800;0.5738;12.8643;Bekwel;Christianity;Middle Africa;75;
Nzebi;Gabon;GB;208000;-1.8422;12.71871;Njebi;Christianity;Middle Africa;75;
Germans;Czech Republic;EZ;22000;50.50021;13.23746;German, Standard;Unaffiliated;Eastern Europe;75;
Western Bolivian Guarani;Bolivia;BL;10500;-20.28192;-64.16621;Guaraní, Western Bolivian;Christianity;South America;0;
Bai;South Sudan;OD;4700;7.727036;26.708728;Bai;Ethnoreligion;Northern Africa;0;
Martinicans;Martinique;MB;341000;14.613508;-61.062644;Lesser Antillean French Creole;Christianity;Caribbean;75;
Southern Ngbandi;Congo, Democratic Republic of the;CG;315000;4.102341;22.445994;Ngbandi, Southern;Ethnoreligion;Middle Africa;0;
Tuyuka;Colombia;CO;750;0.4966;-70.11783;Tuyuca;Ethnoreligion;South America;0;
Southern Ngbandi;Congo;CF;3100;2.845545;18.390082;Ngbandi, Southern;Christianity;Middle Africa;0;
Maijuna;Peru;PE;300;-2.997;-73.1824;Maijuna;Ethnoreligion;South America;75;
Para Arara;Brazil;BR;475;-3.6721;-53.1138;Arara, Pará;Ethnoreligion;South America;10;
Maxakali;Brazil;BR;1500;-16.875;-40.585;Maxakalí;Christianity;South America;75;
Maimande;Brazil;BR;150;-13.833333;-59.916667;Mamaindê;Ethnoreligion;South America;0;
Matses;Peru;PE;1700;-5.8042;-73.188;Matses;Ethnoreligion;South America;75;
Avatime;Ghana;GH;35500;6.8688;0.41314;Avatime;Ethnoreligion;Western Africa;75;
Maslam;Chad;CD;1400;12.15819;14.95486;Maslam;Islam;Middle Africa;0;
Asheninca Ucayali-Yurua;Peru;PE;7000;-10.1881;-74.0371;Ashéninka, Ucayali-Yurúa;Ethnoreligion;South America;10;
Mbukushu;Angola;AO;13500;-17.2297;22.8714;Mbukushu;Ethnoreligion;Middle Africa;0;
Jabuti;Brazil;BR;200;-12.0782;-64.7046;Portuguese;Ethnoreligion;South America;75;
Ngondi;Congo;CF;6200;1.63917;16.12504;Ngundi;Christianity;Middle Africa;0;
Lulba;Uganda;UG;2700;3.655182;31.720722;Olu’bo;Ethnoreligion;Eastern Africa;0;
Arabela;Peru;PE;400;-1.929;-75.313;Arabela;Ethnoreligion;South America;75;
Monjombo;Central African Republic;CT;2500;3.5743;18.597;Monzombo;Ethnoreligion;Middle Africa;10;
Moken;Myanmar;BM;4000;12.46438;98.38829;Moken;Ethnoreligion;South-Eastern Asia;10;
Aanaar Saami;Finland;FI;750;69.7794813026;27.0289126025;Finnish;Christianity;Northern Europe;75;
Cong;Vietnam;VM;2000;22.298363;102.789892;Côông;Ethnoreligion;South-Eastern Asia;0;
Ngbaka Mabo;Congo;CF;186000;2.50623;18.16989;Ngbaka Ma’bo;Christianity;Middle Africa;10;
Monjombo;Congo;CF;16500;2.9312;18.4387;Monzombo;Christianity;Middle Africa;0;
Moken;Thailand;TH;2300;7.8305;98.9648;Moken;Ethnoreligion;South-Eastern Asia;10;
Asua;Congo, Democratic Republic of the;CG;52500;2.582;27.3196;Asoa;Ethnoreligion;Middle Africa;75;
Ethiopian Jews;Ethiopia;ET;9600;9.0258;38.7598;Amharic;Judaism;Eastern Africa;0;
Ethiopian Jews;Israel;IS;167000;31.9308;34.8638;Awngi;Judaism;Western Asia;10;
Ganzi;Central African Republic;CT;7700;5.1465;19.4286;Ganzi;Ethnoreligion;Middle Africa;10;
Yanesha;Peru;PE;7500;-10.1981;-75.2326;Yanesha’;Ethnoreligion;South America;75;
Ishelhayn Imazighen;Morocco;MO;5010000;30.28138;-8.18677;Tachelhit;Islam;Northern Africa;10;
Ishilhayn Imazighen;France;FR;146000;48.917986;2.266761;Tachelhit;Islam;Western Europe;10;
Doms;Iran;IR;111000;35.6611;51.4604;Persian, Iranian;Islam;Southern Asia;0;
Falkland Islanders;Falkland Islands;FK;2700;-51.695;-57.850556;English;Christianity;South America;75;
Sougb;Indonesia;ID;19500;-1.4952;134.0297;Sougb;Christianity;South-Eastern Asia;75;
Ghorbati;Afghanistan;AF;13500;34.5003;69.1282;Domari;Islam;Southern Asia;0;
Mugat;Uzbekistan;UZ;15000;41.347236;69.258457;Domari;Islam;Central Asia;10;
Mugat;Tajikistan;TI;5000;40.2922;70.4326;Tajik;Islam;Central Asia;0;
Rayeen;India;IN;473000;25.199852;86.826738;Urdu;Islam;Southern Asia;10;
Veps;Russian Federation;RS;6000;61.369261;35.352401;Russian;Christianity;Eastern Europe;0;
K'cho Chin;Myanmar;BM;30000;20.4554;94.2542;Chin, Müün;Christianity;South-Eastern Asia;75;
Carolinians;Northern Mariana Islands;CQ;3900;15.205;145.76498;Carolinian;Christianity;Micronesia;75;
Denesuline;Canada;CA;13500;58.719;-111.146;Dene;Christianity;Northern America;75;
Xinca;Guatemala;GT;289000;14.31028;-89.82346;Spanish;Ethnoreligion;Central America;10;
Pinjara, Dhunia (Bengali);India;IN;40500;22.424998;87.3725;Bengali;Islam;Southern Asia;0;
Chunari;India;IN;64000;23.140979;87.134957;Bengali;Hinduism;Southern Asia;0;
Khalifa;India;IN;8700;22.13;88.5;Bengali;Islam;Southern Asia;0;
Byadh;India;IN;1200;23.224858;88.348219;Bengali;Hinduism;Southern Asia;0;
Khatik (Bengali);India;IN;11500;22.843397;87.340286;Bengali;Hinduism;Southern Asia;0;
Dhal Kstriya;India;IN;125;23.526063;87.315108;Bengali;Hinduism;Southern Asia;0;
Kasar (Bengali);India;IN;102000;22.595134;88.359447;Bengali;Hinduism;Southern Asia;0;
Bajandar;India;IN;750;23.906981;91.795584;Bengali;Islam;Southern Asia;0;
Kapuria;India;IN;1800;23.428441;87.766921;Bengali;Hinduism;Southern Asia;0;
Bagti;India;IN;275;23.248259;86.499655;Bengali;Hinduism;Southern Asia;0;
Tamboli (Bengali);India;IN;106000;23.232389;87.861439;Bengali;Hinduism;Southern Asia;0;
Hajjam (Bengali);India;IN;68000;22.759877;88.852254;Bengali;Islam;Southern Asia;0;
East Indians;Guatemala;GT;700;15.825;-88.755;Spanish;Unaffiliated;Central America;0;
East Indians;Chile;CI;3900;-53.166667;-70.933333;Hindi;Hinduism;South America;0;
East Indians;Belize;BH;12000;17.499514;-88.194721;Belize English Creole;Unaffiliated;Central America;0;
East Indians;Grenada;GJ;4700;12.0546;-61.751;Hindi;Christianity;Caribbean;0;
East Indians;Trinidad and Tobago;TD;53500;10.62692;-61.32093;Hindustani, Sarnami;Hinduism;Caribbean;10;
East Indians;Brazil;BR;2400;-23.55;-46.633333;Hindi;Hinduism;South America;0;
East Indians;Guadeloupe;GP;4500;16.221;-61.522;Tamil;Christianity;Caribbean;0;
East Indians;Argentina;AR;2700;-34.524535;-58.543537;Hindi;Hinduism;South America;0;
East Indians;Venezuela;VE;500;10.5;-66.916667;Hindi;Hinduism;South America;0;
East Indians;Antigua and Barbuda;AC;400;17.112;-61.818;Leeward Caribbean English Creole;Hinduism;Caribbean;10;
Han Chinese (Hakka);Peru;PE;12500;-12.05006;-77.129384;Chinese, Hakka;Ethnoreligion;South America;0;
Fula Toro;France;FR;1000;48.860359;2.331194;Pulaar;Islam;Western Europe;0;
Han Chinese (Hakka);United States;US;1500;34.032636;-118.379904;Chinese, Hakka;Unaffiliated;Northern America;10;
Sisgars;India;IN;900;22.711983;75.847494;Urdu;Islam;Southern Asia;0;
Bihari;United States;US;325;37.326348;-121.954408;Bhojpuri;Islam;Northern America;10;
Assamese;United States;US;1400;37.360461;-121.890316;Assamese;Islam;Northern America;10;
Katong;Laos;LA;1000;15.643444;106.932631;Bru, Eastern;Buddhism;South-Eastern Asia;0;
Ismaili Gujarati;United States;US;15000;33.78847;-84.40535;Gujarati;Islam;Northern America;0;
Chadwa;India;IN;8900;25.703417;72.398314;Urdu;Islam;Southern Asia;0;
Tibetans;Sweden;SW;1000;59.354507;18.053548;Tibetan, Central;Buddhism;Northern Europe;0;
Han Chinese (Hakka);Guyana;GY;1700;6.796978;-58.148847;Chinese, Hakka;Ethnoreligion;South America;0;
Baisya;India;IN;1600;23.035053;87.90825;Hindi;Hinduism;Southern Asia;0;
Tibetans;Taiwan;TW;400;25.027295;121.510489;Tibetan, Central;Buddhism;Eastern Asia;0;
Hindi;Guyana;GY;32500;6.781;-58.169;Hindustani, Sarnami;Hinduism;South America;10;
Sudanese Arabs;Italy;IT;4900;41.913303;12.512906;Arabic, Standard;Islam;Southern Europe;10;
Meithei;United States;US;150;32.87832;-96.75744;Meitei;Hinduism;Northern America;0;
Yonaguni;Japan;JA;2200;24.44997;122.99075;Yonaguni;Ethnoreligion;Eastern Asia;0;
Sinhalese;United States;US;30000;34.057104;-118.336735;Sinhala;Buddhism;Northern America;10;
Tibetans;Canada;CA;5200;43.713582;-79.643598;Tibetan, Central;Buddhism;Northern America;0;
Rajasthani;United States;US;800;37.389406;-122.006095;Gujarati;Hinduism;Northern America;10;
Tibetans;United States;US;11500;40.7577;-73.8898;Tibetan, Central;Buddhism;Northern America;10;
Marathi;United States;US;83000;42.347;-83.1156;Marathi;Hinduism;Northern America;10;
Iraqi Arabs;Canada;CA;84500;43.2609;-79.8885;Arabic, Mesopotamian;Islam;Northern America;10;
Oriya;United States;US;6100;37.64889;-122.081926;Odia;Hinduism;Northern America;10;
Han Chinese (Hakka);Canada;CA;5900;43.819271;-79.294333;Chinese, Hakka;Ethnoreligion;Northern America;10;
Buryat;Uzbekistan;UZ;1200;41.318345;69.168003;Buriat, Russia;Buddhism;Central Asia;0;
Azerbaijani;Uzbekistan;UZ;81000;41.360187;69.216275;Azerbaijani, North;Islam;Central Asia;0;
Khamnigan Mongols;China;CH;2600;49.641431;119.753577;Evenki;Ethnoreligion;Eastern Asia;10;
Azerbaijani;Turkmenistan;TX;61500;37.946789;58.401318;Azerbaijani, North;Islam;Central Asia;0;
East Indians;Saint Vincent and the Grenadines;VC;1500;13.162636;-61.231525;Vincentian English Creole;Unaffiliated;Caribbean;0;
Chaldeans;Iraq;IZ;67000;37.09724;43.50269;Chaldean Neo-Aramaic;Christianity;Western Asia;0;
Tsaatan;Mongolia;MG;350;51.318;99.317;Tuvan;Ethnoreligion;Eastern Asia;0;
Han Chinese (Hakka);French Guiana;FG;17000;4.9325;-52.2964;Chinese, Hakka;Ethnoreligion;South America;0;
Soyot;Russian Federation;RS;4200;52.5199;99.8246;Buriat, Russia;Buddhism;Eastern Europe;0;
East Indians;Saint Lucia;ST;5500;14.001;-60.987;Lesser Antillean French Creole;Unaffiliated;Caribbean;0;
Yakut;China;CH;2700;52.042594;122.056079;Yakut;Ethnoreligion;Eastern Asia;0;
Eritreans;Germany;GM;61000;48.140578;11.557347;English;Christianity;Western Europe;0;
Judeo-Iraqi Arabs;United Kingdom;UK;6000;51.510859;-0.112548;Arabic, Judeo-Iraqi;Judaism;Northern Europe;0;
East Indians;Martinique;MB;6900;14.612962;-61.082014;Tamil;Christianity;Caribbean;0;
Malay Chinese;Malaysia;MY;34000;2.977;101.7472;Chinese, Mandarin;Ethnoreligion;South-Eastern Asia;10;
Yakha;India;IN;7400;27.33146;88.61507;Yakkha;Hinduism;Southern Asia;0;
Durga Murga;India;IN;1200;15.4559;75.008611;Telugu;Hinduism;Southern Asia;0;
Lakhera;India;IN;218000;23.384677;76.558872;Malvi;Hinduism;Southern Asia;10;
Angarok;India;IN;6800;23.332078;86.365208;Bengali;Hinduism;Southern Asia;0;
Bandi;India;IN;5800;14.70923;74.780519;Telugu;Hinduism;Southern Asia;0;
Bhalla;India;IN;3800;24.228813;88.245722;Bengali;Hinduism;Southern Asia;0;
Khairwar (Bengali);India;IN;166000;22.784182;87.010038;Bengali;Hinduism;Southern Asia;0;
Nepalis;United States;US;106000;40.701849;-73.833809;Nepali;Hinduism;Northern America;10;
Sankara;India;IN;69000;22.346013;87.337782;Bengali;Hinduism;Southern Asia;10;
Baida;India;IN;800;23.332078;86.365208;Bengali;Hinduism;Southern Asia;0;
Siyalgar;India;IN;7500;21.839858;87.423203;Bengali;Hinduism;Southern Asia;0;
Western Baloch;Turkmenistan;TX;52000;37.427719;62.337371;Balochi, Western;Islam;Central Asia;0;
Nikari;India;IN;200000;22.332803;88.785091;Bengali;Islam;Southern Asia;10;
Crimean Tatars;Uzbekistan;UZ;204000;40.12217;65.50777;Crimean Tatar;Islam;Central Asia;0;
Merat;India;IN;406000;26.999292;74.241497;Mewari;Islam;Southern Asia;10;
Moroccan Arabs;Italy;IT;508000;41.928864;12.487104;Arabic, Moroccan;Islam;Southern Europe;10;
Hui;Taiwan;TW;60000;25.021078;121.468098;Chinese, Mandarin;Islam;Eastern Asia;10;
Alxa Mongols;China;CH;35500;39.207987;101.67522;Kalmyk-Oirat;Islam;Eastern Asia;0;
Beja;Egypt;EG;1245000;24.461195;32.945682;Bedawiyet;Islam;Northern Africa;10;
Batlukh-Gid Avar;Russian Federation;RS;50000;43.2171;46.8584;Avar;Islam;Eastern Europe;0;
Jama Mapun;Malaysia;MY;6500;5.861344;118.079946;Mapun;Islam;South-Eastern Asia;0;
Southern Baloch;Qatar;QA;57000;25.287411;51.469826;Balochi, Southern;Islam;Western Asia;0;
Amdang;Chad;CD;99500;14.696;21.0963;Amdang;Islam;Middle Africa;10;
Uzbeks;Turkmenistan;TX;584000;41.84451;59.96422;Uzbek, Northern;Islam;Central Asia;10;
Azerbaijani;Germany;GM;15000;52.575769;13.298027;Azerbaijani, North;Islam;Western Europe;10;
Fulfulde-Fulani;France;FR;33000;48.971036;2.295657;Fulfulde, Adamawa;Islam;Western Europe;0;
Shawiya;France;FR;196000;48.973541;2.632009;Tachawit;Islam;Western Europe;0;
Sindhi;United States;US;10000;34.078201;-118.310445;Sindhi;Islam;Northern America;10;
Urdu;Guyana;GY;4000;6.8198;-58.1324;Urdu;Islam;South America;10;
Syrian Arabs;Canada;CA;67000;43.6908;-79.6717;Arabic, Standard;Islam;Northern America;10;
Coastal Swahili;Kenya;KE;59000;-2.177429;40.823181;Swahili;Islam;Eastern Africa;10;
Crimean Tatars;Kyrgyzstan;KG;700;42.904685;74.605862;Crimean Tatar;Islam;Central Asia;0;
Hui;China;CH;11510000;37.097818;106.248134;Chinese, Mandarin;Islam;Eastern Asia;10;
North Sumatran Malay;Indonesia;ID;2700000;3.729656;98.672025;Malay;Islam;South-Eastern Asia;10;
Southern Baloch;Oman;MU;670000;23.6042;58.503758;Balochi, Southern;Islam;Western Asia;10;
