UPG;Country;CC;PopulationTotal;Latitude;Longitude;PrimaryLanguage;Religion;Continent;PChrn
Musti Chenchu;India;IN;1800;16.298643;80.093177;Telugu;Hinduism;Asia;0
Madiga Dasu;India;IN;7400;16.390569;80.008775;Telugu;Hinduism;Asia;0
Manna Dhora;India;IN;21500;17.686816;83.218482;Telugu;Hinduism;Asia;0
Agaria;India;IN;25000;23.242725;69.672364;Kacchi;Islam;Asia;0
Samanthan;India;IN;30000;9.931233;76.267304;Malayalam;Hinduism;Asia;0
Takari;India;IN;475;18.15;74.58;Telugu;Hinduism;Asia;0
Gavara;India;IN;261000;17.6828;83.1755;Telugu;Hinduism;Asia;0
Kapewar;India;IN;79500;19.95;79.3;Telugu;Hinduism;Asia;0
Majjula;India;IN;21500;18.469733;83.471369;Telugu;Hinduism;Asia;0
Western Gaisu;China;CH;1600;24.2245;99.6172;Chinese, Mandarin;Ethnoreligion;Asia;0
Longjia;China;CH;4800;25.571016;105.020554;Chinese, Mandarin;Ethnoreligion;Asia;0
Western Samadu;China;CH;10500;24.0794;98.970851;Chinese, Mandarin;Ethnoreligion;Asia;0
Xijima;China;CH;50500;24.422056;100.136895;Chinese, Mandarin;Ethnoreligion;Asia;0
Qixingmin;China;CH;7300;26.4579;105.1437;Chinese, Mandarin;Buddhism;Asia;0
Diao;China;CH;2700;26.016144;108.660288;Chinese, Mandarin;Ethnoreligion;Asia;0
Shenzhou;China;CH;5200;26.2481;105.915;Chinese, Mandarin;Ethnoreligion;Asia;0
Liujia;China;CH;5100;25.512987;105.004226;Chinese, Mandarin;Ethnoreligion;Asia;0
Yizi;China;CH;3000;27.391;105.2291;Chinese, Mandarin;Ethnoreligion;Asia;0
Doupo;China;CH;950;25.065341;102.35921;Nuosu;Ethnoreligion;Asia;0
Naheng;China;CH;2000;26.8884;100.929575;Naxi;Ethnoreligion;Asia;0
Apu;China;CH;4200;22.780107;103.495399;Nuosu;Ethnoreligion;Asia;0
Youmai;China;CH;2700;25.554249;108.00419;Iu Mien;Ethnoreligion;Asia;0
Aling;China;CH;9500;24.8991;103.9697;Nasu, Wusa;Ethnoreligion;Asia;0
Tagu;China;CH;5600;26.7729;100.966;Nuosu;Ethnoreligion;Asia;0
Ta'er;China;CH;1600;27.288024;100.852724;Nuosu;Ethnoreligion;Asia;0
Muzi;China;CH;2500;23.1876;103.3876;Nuosu;Ethnoreligion;Asia;0
Liude;China;CH;2300;26.73843;100.663028;Nuosu;Ethnoreligion;Asia;0
Northern Awu;China;CH;5900;26.7028;100.7514;Nuosu;Ethnoreligion;Asia;0
Eastern Samadu;China;CH;800;24.961753;102.786146;Chinese, Mandarin;Ethnoreligion;Asia;0
Nanjingren;China;CH;2400;26.5803;104.869;Chinese, Mandarin;Ethnoreligion;Asia;0
Suodi Nosu;China;CH;305000;26.865702;102.376292;Nuosu;Ethnoreligion;Asia;0
Panxian Nasu;China;CH;477000;25.8352;104.5535;Nasu, Wusa;Ethnoreligion;Asia;0
Laba;China;CH;291000;26.234184;104.84478;Chinese, Mandarin;Ethnoreligion;Asia;0
Sanqiao;China;CH;6900;26.0052;109.1271;Dong, Southern;Ethnoreligion;Asia;0
Lu;China;CH;4700;27.163067;105.696229;Chinese, Mandarin;Ethnoreligion;Asia;0
Butuo Nosu;China;CH;337000;27.604529;102.875186;Nuosu;Ethnoreligion;Asia;0
Za;China;CH;3400;28.4799;97.0792;Tibetan, Amdo;Buddhism;Asia;0
Manguangan;Philippines;RP;12000;7.570783;125.803895;Manobo, Dibabawon;Ethnoreligion;Asia;0
Javanese;Malaysia;MY;723000;4.260876;117.893636;Malay, Sabah;Islam;Asia;0
Dolgans;Russian Federation;RS;7100;71.10828;94.29358;Russian;Ethnoreligion;Europe;0
Yinuo Nosu;China;CH;810000;28.043782;102.44427;Nuosu;Ethnoreligion;Asia;0
Mansi;Russian Federation;RS;12500;64.41179;61.34397;Mansi (Russian Federation);Ethnoreligion;Europe;0
A'ou;China;CH;2700;26.8987;105.7893;Chinese, Mandarin;Ethnoreligion;Asia;0
Linghua;China;CH;28500;26.0551;109.9204;Chinese, Mandarin;Ethnoreligion;Asia;0
Ifora Tuareg;Algeria;AG;24000;22.8962;4.8382;Tamahaq, Tahaggart;Islam;Africa;0
Godari;India;IN;1300;17.686816;83.218482;Telugu;Hinduism;Asia;0
Andi;Russian Federation;RS;40000;42.80785;46.29187;Andi;Islam;Europe;0
Shahara;Saudi Arabia;SA;47000;24.601318;46.687965;Shehri;Islam;Asia;0
Kendeje;Chad;CD;4100;13.4671;21.6818;Kendeje;Islam;Africa;0
Suafa Bedouin;Algeria;AG;150000;33.3709;6.8544;Tamazight, Central Atlas;Islam;Africa;0
Nawars;United Arab Emirates;AE;76500;25.277253;55.322617;Arabic, Gulf;Islam;Asia;0
Kunama;Sudan;SU;32000;15.222433;36.475305;Kunama;Islam;Africa;0
Chenoua;Algeria;AG;108000;36.59171;2.19899;Chenoua;Islam;Africa;0
Ruarha Bedouins;Algeria;AG;86000;33.525464;6.01443;Tamazight, Central Atlas;Islam;Africa;0
Dui-Menia Bedouin;Algeria;AG;86000;30.5967;2.8771;Tamazight, Central Atlas;Islam;Africa;0
Mahra;Saudi Arabia;SA;44000;17.488214;47.108335;Mehri;Islam;Asia;0
Nail Bedouin;Algeria;AG;40500;34.535;3.7696;Tamazight, Central Atlas;Islam;Africa;0
Komi;Kazakhstan;KZ;3400;43.3452;76.9744;Komi-Zyrian;Christianity;Asia;0
Mordvinians;Turkmenistan;TX;2300;42.336075;59.134163;Erzya;Christianity;Asia;0
Bukharic Jews;Kyrgyzstan;KG;550;42.879409;74.554782;Bukharic;Judaism;Asia;0
Yemeni Jews;United States;US;25000;40.63882;-74.01553;Arabic, Judeo-Yemeni;Judaism;Americas;0
Bukharic Jews;Kazakhstan;KZ;2100;43.27223;76.920222;Bukharic;Judaism;Asia;0
Assyrians;Iran;IR;105000;37.44358;45.14026;Assyrian Neo-Aramaic;Christianity;Asia;0
Tacho;Sudan;SU;22500;10.742694;30.219028;Tocho;Islam;Africa;0
Mountain Jews;United States;US;10000;40.63958;-73.97382;Judeo-Tat;Judaism;Americas;0
Chuvash;Tajikistan;TI;5200;38.579883;68.728809;Chuvash;Christianity;Asia;0
Bisayas;United States;US;15000;32.8149;-96.80174;Bisaya, Sabah;Islam;Americas;0
Assyrians;Türkiye;TU;29000;37.1152;41.19469;Assyrian Neo-Aramaic;Christianity;Asia;0
Gagauzes;Kazakhstan;KZ;1200;43.248963;76.926859;Gagauz;Christianity;Asia;0
Meadow Mari;Kazakhstan;KZ;8700;51.239272;51.402406;Mari, Meadow;Christianity;Asia;0
Tay;United States;US;700;33.86276;-117.930751;Tày;Ethnoreligion;Americas;0
Comorians;Canada;CA;45;43.772376;-79.314964;Comorian, Maore;Islam;Americas;0
Chuvash;Turkmenistan;TX;4200;41.884814;59.621983;Chuvash;Christianity;Asia;0
Pana;China;CH;5400;21.246492;101.27182;Phana’;Ethnoreligion;Asia;0
Doms;Jordan;JO;12000;31.8688;36.0043;Domari;Islam;Asia;0
Northern Muji;China;CH;17500;23.1793;103.5292;Muji, Northern;Ethnoreligion;Asia;0
Tai Laan;Laos;LA;750;19.632409;103.561381;Undetermined;Ethnoreligion;Asia;0
Chut;Laos;LA;1500;17.644386;105.760697;Chut;Ethnoreligion;Asia;0
Kri;Laos;LA;1400;17.557929;105.7526;Halang;Ethnoreligion;Asia;0
Tai He;Laos;LA;15000;18.488164;104.403277;Undetermined;Ethnoreligion;Asia;0
Karata;Russian Federation;RS;6400;42.5951;46.3388;Karata;Islam;Europe;0
Bagvalal;Russian Federation;RS;6500;42.537596;46.128455;Bagvalal;Islam;Europe;0
Tindi;Russian Federation;RS;6700;42.45;46.136;Tindi;Islam;Europe;0
Chak;Myanmar;BM;1800;20.7646;92.6249;Chak;Buddhism;Asia;0
Chamalal;Russian Federation;RS;9500;42.520961;45.9703;Chamalal;Islam;Europe;0
Akhwakh;Russian Federation;RS;6500;42.40035;46.30369;Akhvakh;Islam;Europe;0
Khwarshi;Russian Federation;RS;4000;42.3521;46.1046;Khvarshi;Islam;Europe;0
Laowu;China;CH;10500;22.7393;102.7273;Nisu, Eastern;Ethnoreligion;Asia;0
Rao;China;CH;14500;26.462498;107.52825;T’en;Ethnoreligion;Asia;0
Xuzhang Lalu;China;CH;6800;25.0718;99.3033;Lalo, Central;Ethnoreligion;Asia;0
Alu;China;CH;9300;22.883344;102.744099;Nisu, Eastern;Ethnoreligion;Asia;0
Guaigun;China;CH;700;23.6713;100.962;Undetermined;Ethnoreligion;Asia;0
Ainu;China;CH;11000;38.930205;76.169596;Ainu (China);Islam;Asia;0
Hagei;China;CH;3000;27.552902;106.916537;Qau;Ethnoreligion;Asia;0
Alu;Laos;LA;8000;22.255026;101.678586;Nisu, Eastern;Ethnoreligion;Asia;0
Ani;China;CH;5100;23.755117;103.52517;Axi;Ethnoreligion;Asia;0
Changpao;China;CH;8400;25.496417;107.950481;Bunu, Bu-Nao;Ethnoreligion;Asia;0
Chut;Vietnam;VM;6000;17.74065;105.78465;Chut;Ethnoreligion;Asia;0
Tayten;Laos;LA;550;20.704517;102.676052;T’en;Ethnoreligion;Asia;0
Tutung;Brunei;BX;17500;4.74327;114.63828;Tutong;Ethnoreligion;Asia;0
Kairui-Midik;Timor-Leste;TT;20000;-8.7877;126.134;Kairui-Midiki;Christianity;Asia;0
Carolinians;Micronesia;FM;3400;9.52047;138.112104;Carolinian;Christianity;Oceania;0
Chamba Bedouin;Algeria;AG;99500;32.9448;3.2672;Tamazight, Central Atlas;Islam;Africa;0
Shabak;Iraq;IZ;291000;36.3642;43.2234;Shabak;Islam;Asia;0
Vlax Romani;United States;US;3600;45.5384;-122.6507;Romani, Vlax;Christianity;Americas;0
Zakhrin;India;IN;550;28.12995;97.021619;Zakhring;Buddhism;Asia;0
Tai Men;Laos;LA;12500;18.33998;104.72923;Tai Yo;Ethnoreligion;Asia;0
Assyrians;France;FR;3900;48.995749;2.379624;Assyrian Neo-Aramaic;Christianity;Europe;0
Botlikh;Russian Federation;RS;7200;42.665;46.22;Botlikh;Islam;Europe;0
Manyak;China;CH;3000;29.6709;101.5951;Minyag, Western;Buddhism;Asia;0
Lakalei;Timor-Leste;TT;4300;-8.819;125.863;Lakalei;Christianity;Asia;0
Habu;Timor-Leste;TT;3600;-8.679;126.171;Habun;Christianity;Asia;0
Sikkimese Bhotia;Bhutan;BT;4500;27.151533;88.855739;Sikkimese;Buddhism;Asia;0
Gao;China;CH;3600;26.15447;106.2352;Qau;Ethnoreligion;Asia;0
Younuo Bunu;China;CH;29000;25.771729;110.470217;Bunu, Younuo;Ethnoreligion;Asia;0
Mashan Miao;China;CH;263000;25.65179;106.12205;Miao, Central Mashan;Ethnoreligion;Asia;0
Temain;Sudan;SU;17500;11.8275;29.3898;Temein;Islam;Africa;0
Alawites;Türkiye;TU;1315000;37.1398;38.7924;Arabic, Levantine;Islam;Asia;0
Slovaks;United States;US;32000;40.471023;-79.92078;Slovak;Christianity;Americas;0
Lebanese Shia Arabs;Lebanon;LE;1045000;34.023394;36.205065;Arabic, Levantine;Islam;Asia;0
Jordanian Arabs;United Arab Emirates;AE;189000;25.284409;55.33539;Arabic, Levantine;Islam;Asia;0
Lebanese Arabs;United Arab Emirates;AE;47000;25.248945;55.287687;Arabic, Levantine;Islam;Asia;0
Jews;Panama;PM;11000;9.003;-79.516998;Hebrew;Judaism;Americas;0
Nigerians;Netherlands;NL;3100;52.358757;4.886798;English;Christianity;Europe;0
Lebanese Sunni Arabs;Lebanon;LE;1145000;34.431;35.842;Arabic, Levantine;Islam;Asia;0
Phai;Laos;LA;28500;19.012757;101.496909;Prai;Ethnoreligion;Asia;0
Iban;Brunei;BX;24000;4.519083;114.596275;Iban;Ethnoreligion;Asia;0
Cai;China;CH;33500;26.961723;105.461787;Gelao, Green;Ethnoreligion;Asia;0
Russians;Poland;PL;14000;52.288143;21.063027;Russian;Christianity;Europe;0
Russians;Cyprus;CY;94000;35.168194;33.36194;Russian;Christianity;Asia;0
Greeks;Russian Federation;RS;98000;44.90354;37.66053;Pontic;Christianity;Europe;0
Romanians;Belgium;BE;125000;50.852662;4.356653;Romanian;Christianity;Europe;0
Macedonians;Italy;IT;59000;41.929815;12.514875;Macedonian;Christianity;Europe;0
Bulgarians;Belgium;BE;49500;51.216;4.4;Bulgarian;Christianity;Europe;0
Poles;Italy;IT;93500;41.853374;12.449144;Polish;Christianity;Europe;0
Japanese;Bolivia;BL;21000;-16.55354;-68.195714;Spanish;Ethnoreligion;Americas;0
Huishui Miao;China;CH;367000;26.04357;106.56133;Miao, Southwestern Huishui;Ethnoreligion;Asia;0
Japanese;Argentina;AR;41000;-34.659899;-58.559848;Japanese;Ethnoreligion;Americas;0
Japanese;Germany;GM;25000;48.145918;11.596171;Japanese;Ethnoreligion;Europe;0
Hungarians;France;FR;250000;48.841436;2.235616;Hungarian;Christianity;Europe;0
Greeks;Albania;AL;93500;40.07726;20.18669;Greek;Christianity;Europe;0
Sindhi;Malaysia;MY;36000;3.062047;101.71196;Sindhi;Hinduism;Asia;0
Indo-Pakistani;Brunei;BX;5900;4.912556;114.928238;Hindi;Hinduism;Asia;0
Gurkha;Brunei;BX;1700;4.8889;114.9009;Nepali;Hinduism;Asia;0
Tai Nyo;Laos;LA;21000;18.320081;103.99567;Nyaw;Ethnoreligion;Asia;0
Bosniaks;Slovenia;SI;34000;46.0555;14.5083;Bosnian;Islam;Europe;0
Khmer;Laos;LA;5800;14.2134;105.9143;Khmer;Buddhism;Asia;0
Kemak;Timor-Leste;TT;82000;-8.94331;125.19933;Kemak;Christianity;Asia;0
Slovaks;Montenegro;MJ;5900;42.4412;19.2628;Slovak;Christianity;Europe;0
Jola-Karon;Gambia;GA;102000;13.27102;-16.63876;Karon;Islam;Africa;0
Red Thai;Laos;LA;46500;20.00625;104.54458;Tai Daeng;Ethnoreligion;Asia;0
Croats;Slovenia;SI;77500;46.0555;14.5083;Croatian;Christianity;Europe;0
Croats;Montenegro;MJ;6900;42.4647;18.6435;Croatian;Christianity;Europe;0
Baganda;United States;US;8600;34.013605;-118.189481;Ganda;Christianity;Americas;0
Sudanese Arabs;United States;US;52000;40.771464;-73.819654;Arabic, Sudanese;Islam;Americas;0
French;Djibouti;DJ;18500;11.555997;43.150293;French;Christianity;Africa;0
Arabs;Malaysia;MY;18000;3.15968;101.735264;Arabic, Standard;Islam;Asia;0
Moroccan Arabs;Germany;GM;135000;52.463174;13.429028;Arabic, Moroccan;Islam;Europe;0
Tigrai;United States;US;60500;38.18911;-85.6589;Tigrigna;Christianity;Americas;0
Dutch;Aruba;AA;4300;12.529;-70.041;Dutch;Christianity;Americas;0
Italians;New Caledonia;NC;8800;-22.275046;166.442945;Italian;Christianity;Oceania;0
Spaniards;New Caledonia;NC;2900;-22.259334;166.450219;Spanish;Christianity;Oceania;0
Lebanese Arabs;French Guiana;FG;1500;4.896295;-52.286077;Arabic, Levantine;Islam;Americas;0
Jews;New Zealand;NZ;7400;-36.847385;174.765735;English;Judaism;Oceania;0
Isaan;United States;US;1300;30.14715;-97.58975;Thai, Northeastern;Buddhism;Americas;0
Macedonians;United States;US;26000;42.506085;-83.008416;Macedonian;Christianity;Americas;0
Maltese;United States;US;49000;42.416918;-83.157964;Maltese;Christianity;Americas;0
Bulgarians;United States;US;76500;42.032685;-87.935476;Bulgarian;Christianity;Americas;0
Angolans;Belgium;BE;7300;50.82813;4.354459;English;Christianity;Europe;0
St. Barthians;Saint Barthelemy;TB;11500;17.8962;-62.8519;French;Christianity;Americas;0
Jews;Uzbekistan;UZ;4200;39.649756;66.974799;Russian;Judaism;Asia;0
Arabs;Maldives;MV;750;4.176394;73.505165;Arabic, Standard;Islam;Asia;0
Turkmen;United States;US;200;40.756652;-73.814192;Turkmen;Islam;Americas;0
Druze;United States;US;50000;34.141881;-118.21386;Arabic, Levantine;Other;Americas;0
Javanese;United States;US;250;33.956769;-118.254559;Javanese;Islam;Americas;0
Afar;United States;US;325;40.872651;-73.84572;Afar;Islam;Americas;0
Brunei-Kadayan;United States;US;750;38.952079;-76.946837;Brunei;Islam;Americas;0
Indonesians;Canada;CA;16500;43.531207;-79.674613;Indonesian;Islam;Americas;0
Malian;Canada;CA;1000;45.527375;-73.574446;Bamanankan;Islam;Americas;0
Balinese;United States;US;175;41.628646;-93.684094;Bali (Indonesia);Hinduism;Americas;0
Mozambicans;Canada;CA;1300;43.650993;-79.412896;Portuguese;Ethnoreligion;Americas;0
Afar;Canada;CA;2600;45.568426;-73.597855;Afar;Islam;Americas;0
Vlax Romani;Algeria;AG;4800;36.6716;3.0961;Romani, Vlax;Islam;Africa;0
Georgians;Tajikistan;TI;2000;38.542709;68.768303;Georgian;Unaffiliated;Asia;0
Meadow Mari;Tajikistan;TI;750;38.560294;68.787691;Mari, Meadow;Christianity;Asia;0
Liberians;Italy;IT;1400;41.922973;12.488125;English;Islam;Europe;0
Dongolese Nubians;United States;US;5400;32.80553;-96.761533;Arabic, Sudanese;Islam;Americas;0
Mon;United States;US;100;32.67329;-97.38112;Mon;Buddhism;Americas;0
Mordvinians;Tajikistan;TI;5300;38.561618;68.730492;Erzya;Christianity;Asia;0
Liberians;Belgium;BE;1000;50.863969;4.312186;English;Christianity;Europe;0
Egyptian Arabs;Spain;SP;4500;40.404506;-3.719182;Arabic, Egyptian;Islam;Europe;0
Romanians;Azerbaijan;AJ;2000;40.391603;49.865255;Romanian;Christianity;Asia;0
Lamet;United States;US;35;33.834173;-118.148456;Rmeet;Ethnoreligion;Americas;0
Hadrami Arabs;United States;US;325;42.3297;-83.3024;Arabic, Hadrami;Islam;Americas;0
Fur;United States;US;275;43.6645;-70.3083;Fur;Islam;Americas;0
Iraqis;Italy;IT;4300;41.895363;12.440827;Arabic, Mesopotamian;Islam;Europe;0
Bulgarians;Tajikistan;TI;950;38.579231;68.795807;Bulgarian;Christianity;Asia;0
Georgians;Turkmenistan;TX;1800;37.924741;58.408782;Georgian;Unaffiliated;Asia;0
Estonians;Kazakhstan;KZ;2400;43.236452;76.882305;Estonian, Standard;Christianity;Asia;0
Bulgarians;Uzbekistan;UZ;1800;41.354258;69.337107;Bulgarian;Christianity;Asia;0
Romanians;Turkmenistan;TX;90;37.971025;58.349546;Romanian;Christianity;Asia;0
Lithuanians;Uzbekistan;UZ;3000;41.337873;69.269692;Lithuanian;Christianity;Asia;0
Swahili;Canada;CA;9300;43.663432;-79.374487;Swahili;Islam;Americas;0
Estonians;Uzbekistan;UZ;1600;41.314933;69.218664;Estonian, Standard;Christianity;Asia;0
Ghanaians;Germany;GM;38500;48.15613;11.557625;English;Christianity;Europe;0
Arabs;India;IN;24000;12.911715;75.075587;Arabic, Standard;Islam;Asia;0
Yao;United States;US;20000;37.805221;-122.231186;Kim Mun;Ethnoreligion;Americas;0
Jordanian Arabs;Saudi Arabia;SA;237000;21.462559;39.19737;Arabic, Levantine;Islam;Asia;0
Malays;Canada;CA;11500;43.7911;-79.2835;Malay;Islam;Americas;0
Nara;Ethiopia;ET;92500;14.321394;38.169886;Nara;Islam;Africa;0
Lebanese Arabs;Qatar;QA;295000;25.261722;51.512386;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;United Arab Emirates;AE;65000;25.396775;55.444519;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;Libya;LY;35500;32.105199;20.109749;Arabic, Levantine;Islam;Africa;0
Lebanese Arabs;Saudi Arabia;SA;152000;21.49171;39.262869;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;Qatar;QA;381000;25.321536;51.486313;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;Eritrea;ER;21500;15.333751;38.932292;Arabic, Levantine;Islam;Africa;0
Syrian Arabs;United Arab Emirates;AE;297000;25.221861;55.309841;Arabic, Levantine;Islam;Asia;0
Palestinian Arabs;Iraq;IZ;22500;33.2996;44.437;Arabic, Levantine;Islam;Asia;0
Yemeni Arabs;Ethiopia;ET;39000;9.0256;38.7362;Arabic, Ta’izzi-Adeni;Islam;Africa;0
Sidi Bedouins;Algeria;AG;143000;33.597745;0.969798;Hassaniyya;Islam;Africa;0
Iraqi Arabs;United Arab Emirates;AE;58500;25.255854;55.287296;Arabic, Mesopotamian;Islam;Asia;0
Syrian Arabs;Qatar;QA;267000;25.328853;51.513763;Arabic, Standard;Islam;Asia;0
Yemeni Arabs;Eritrea;ER;71000;15.3139;38.9331;Arabic, Ta’izzi-Adeni;Islam;Africa;0
Omani Arabs;Djibouti;DJ;78000;11.578284;43.146695;Arabic, Sanaani;Islam;Africa;0
Yemeni Arabs;Sudan;SU;34000;15.558501;32.568351;Arabic, Ta’izzi-Adeni;Islam;Africa;0
Laguat Bedouin;Algeria;AG;86000;33.821;2.869;Hassaniyya;Islam;Africa;0
Syrian Arabs;Sudan;SU;129000;15.4722;32.5004;Arabic, Standard;Islam;Africa;0
Soliman Bedouins;Chad;CD;39000;14.5181;22.0829;Hassaniyya;Islam;Africa;0
Algerian Arabs;United States;US;25000;39.035496;-77.201859;Arabic, Algerian;Islam;Americas;0
Algerian Arabs;Italy;IT;27000;38.114192;13.347806;Arabic, Algerian;Islam;Europe;0
Sudanese Arabs;Oman;MU;23000;23.603431;58.464471;Arabic, Sudanese;Islam;Asia;0
Egyptian Arabs;Oman;MU;96000;23.615594;58.538448;Arabic, Egyptian;Islam;Asia;0
Iraqis;Belgium;BE;22000;50.853378;4.353942;Arabic, Mesopotamian;Islam;Europe;0
Sudanese Arabs;Canada;CA;22000;51.03;-113.965;Arabic, Sudanese;Islam;Americas;0
Iraqi Arabs;Sweden;SW;180000;59.329444;18.068611;Arabic, Mesopotamian;Islam;Europe;0
Jordanian Arabs;Oman;MU;24000;23.624;58.5237;Arabic, Levantine;Islam;Asia;0
Tunisian Arabs;United States;US;143000;42.3302;-83.173243;Arabic, Levantine;Islam;Americas;0
Algerian Arabs;Spain;SP;66500;37.616826;-0.987646;Arabic, Algerian;Islam;Europe;0
Tunisian Arabs;Germany;GM;45000;52.541226;13.364204;Arabic, Tunisian;Islam;Europe;0
Syrian Arabs;Sweden;SW;209000;59.329444;18.068611;Arabic, Levantine;Islam;Europe;0
Syrian Jews;United States;US;90000;40.599562;-73.967454;Arabic, Levantine;Judaism;Americas;0
Greeks;Kazakhstan;KZ;17000;43.319431;76.928487;Greek;Christianity;Asia;0
Lithuanians;Kazakhstan;KZ;9300;43.269883;76.917012;Lithuanian;Christianity;Asia;0
Moldovans;Uzbekistan;UZ;5500;41.313529;69.254243;Romanian;Christianity;Asia;0
French;Chad;CD;19500;12.120946;15.079282;French;Christianity;Africa;0
Greeks;Türkiye;TU;4300;41.029;28.945;Greek;Christianity;Asia;0
Bulgarians;Kazakhstan;KZ;9100;43.239559;76.892088;Bulgarian;Christianity;Asia;0
Ukrainians;Azerbaijan;AJ;20500;40.409027;49.845858;Ukrainian;Christianity;Asia;0
Ossetians;Uzbekistan;UZ;11000;41.337873;69.287014;Ossetic;Islam;Asia;0
Jews;Czech Republic;EZ;3900;50.047067;14.444755;Yiddish, Eastern;Judaism;Europe;0
Ossetians;Kazakhstan;KZ;2800;43.238363;76.856057;Ossetic;Islam;Asia;0
Ossetians;Türkiye;TU;44500;39.911379;41.272117;Ossetic;Islam;Asia;0
Ossetians;Turkmenistan;TX;2600;37.922522;58.358742;Ossetic;Islam;Asia;0
Ossetians;Azerbaijan;AJ;3300;40.6952;46.3565;Ossetic;Islam;Asia;0
Mandaeans;United States;US;1100;29.5129;-98.4051;Persian, Iranian;Ethnoreligion;Americas;0
Jews;Venezuela;VE;7000;10.5016;-66.8345;Spanish;Judaism;Americas;0
Jews;Colombia;CO;2200;4.631951;-74.127248;Spanish;Judaism;Americas;0
Jews;Mexico;MX;41500;19.4333;-99.1333;Spanish;Judaism;Americas;0
Uduk;United States;US;325;32.85027;-96.692389;Uduk;Islam;Americas;0
Turkish Cypriots;United States;US;3200;40.760221;-73.913534;Turkish;Islam;Americas;0
Malays;United States;US;10500;33.623096;-117.680533;Malay;Islam;Americas;0
Boloven;United States;US;37500;36.720207;-119.730361;Laven;Ethnoreligion;Americas;0
Tai Lu;United States;US;5200;34.071119;-118.32053;Lü;Ethnoreligion;Americas;0
Moru;United States;US;2100;32.715413;-96.813646;Moru;Ethnoreligion;Americas;0
Jur Modo;United States;US;1800;32.761603;-96.852104;Jur Modo;Ethnoreligion;Americas;0
White Tai;United States;US;14000;33.865558;-117.90933;Tai Dón;Ethnoreligion;Americas;0
Mande;United States;US;32500;40.852666;-73.892045;Mende (Sierra Leone);Ethnoreligion;Americas;0
Meadow Mari;Uzbekistan;UZ;5500;41.345831;69.181679;Mari, Meadow;Christianity;Asia;0
Mordvinians;Kazakhstan;KZ;21500;51.226739;51.389299;Erzya;Christianity;Asia;0
Khmer;Germany;GM;13000;52.599;13.454;Khmer;Buddhism;Europe;0
Amhara;Germany;GM;22500;50.131453;8.670422;Amharic;Christianity;Europe;0
Chuvash;Uzbekistan;UZ;18500;41.299016;69.240667;Chuvash;Christianity;Asia;0
Mordvinians;Uzbekistan;UZ;15000;41.333227;69.207196;Erzya;Christianity;Asia;0
Khmer;United Kingdom;UK;1300;51.567;0.08;Khmer;Buddhism;Europe;0
Chuvash;Kazakhstan;KZ;16000;51.232904;51.394673;Chuvash;Christianity;Asia;0
Georgians;Türkiye;TU;179000;41.255152;41.778986;Georgian;Islam;Asia;0
Georgians;Iran;IR;63500;32.6438;51.6598;Georgian;Islam;Asia;0
Mararit;Sudan;SU;45500;13.771771;22.265587;Mararit;Islam;Africa;0
Somalis;Sweden;SW;80500;59.329444;18.068611;Somali;Islam;Europe;0
Tmagourt;Tunisia;TS;6200;34.466;9.266;Nafusi;Islam;Africa;0
Wolof;Italy;IT;80500;41.861279;12.486443;Wolof;Islam;Europe;0
Kimr;Sudan;SU;219000;13.526384;22.965195;Assangori;Islam;Africa;0
Malagasy;Canada;CA;2400;45.537876;-73.64668;Malagasy, Merina;Islam;Americas;0
Tigrai;Sudan;SU;64500;14.288238;36.462908;Tigrigna;Christianity;Africa;0
Georgians;Uzbekistan;UZ;8800;42.443764;59.634915;Georgian;Unaffiliated;Asia;0
Eritreans;Sweden;SW;56500;59.329444;18.068611;Tigrigna;Christianity;Europe;0
Georgians;Kazakhstan;KZ;7100;43.2509;76.8383;Georgian;Unaffiliated;Asia;0
Bokoruge;Sudan;SU;7600;12.740398;22.127374;Daju, Dar Sila;Ethnoreligion;Africa;0
Brunei;Canada;CA;5400;43.590118;-79.590928;Brunei;Islam;Americas;0
Surbakhal;Chad;CD;19000;13.13312;21.62433;Surbakhal;Islam;Africa;0
Turkmen;Kyrgyzstan;KG;2100;40.937108;72.978779;Turkmen;Islam;Asia;0
Dargins;Uzbekistan;UZ;3800;42.339888;59.561936;Dargwa;Islam;Asia;0
Karachay;Kyrgyzstan;KG;1700;42.886578;74.603444;Karachay-Balkar;Islam;Asia;0
Tajiks;Kazakhstan;KZ;34000;42.316686;69.604227;Tajik;Islam;Asia;0
Tajiks;Kyrgyzstan;KG;62500;42.8707;74.5317;Tajik;Islam;Asia;0
Dargins;Kyrgyzstan;KG;2400;42.904218;74.55697;Dargwa;Islam;Asia;0
Dargins;Turkmenistan;TX;3000;40.021393;52.979135;Dargwa;Islam;Asia;0
Kaitag;Russian Federation;RS;30000;42.1217;47.8304;Kaitag;Islam;Europe;0
Tajiks;Turkmenistan;TX;5800;38.003491;58.302605;Tajik;Islam;Asia;0
Lak;Turkmenistan;TX;4500;40.0177;52.9749;Lak;Islam;Asia;0
Lezghi;Kyrgyzstan;KG;2600;42.88541;74.659567;Lezgi;Islam;Asia;0
